timestamp,hr,sdnn,rmssd
2025-11-15 00:45:06,70.3,684.44,1114.59
2025-11-15 00:45:06,70.3,684.44,1114.59
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,659.75,1076.6
2025-11-15 00:45:06,70.3,661.82,1078.46
2025-11-15 00:45:07,70.3,661.82,1078.46
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,665.44,1098.48
2025-11-15 00:45:07,70.3,666.13,1098.36
2025-11-15 00:45:07,70.3,667.87,1098.36
2025-11-15 00:45:07,70.3,666.94,1098.32
2025-11-15 00:45:07,70.3,666.13,1098.36
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,691.9,1147.55
2025-11-15 00:45:07,70.3,691.9,1147.55
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,665.38,1100.21
2025-11-15 00:45:07,70.3,665.38,1100.21
2025-11-15 00:45:07,70.3,665.38,1100.21
2025-11-15 00:45:07,70.3,665.38,1100.21
2025-11-15 00:45:07,70.3,691.9,1147.55
2025-11-15 00:45:07,70.3,691.9,1147.55
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:07,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,691.9,1147.55
2025-11-15 00:45:08,70.3,691.9,1147.55
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,691.9,1147.55
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,664.41,1099.83
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,690.86,1147.15
2025-11-15 00:45:08,70.3,677.58,1106.38
2025-11-15 00:45:08,70.3,654.86,1064.42
2025-11-15 00:45:08,70.3,689.94,1146.84
2025-11-15 00:45:08,70.3,691.9,1153.87
2025-11-15 00:45:08,70.3,687.9,1148.03
